city,city_ibge_code,date,estimated_population_2019,is_repeated,is_last,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,place_type,state,new_confirmed,new_deaths
Ceará-Mirim,2402600,2020-04-06,73497,True,False,3,4.0818,2020-04-05,,0,city,RN,0,0
Extremoz,2403608,2020-04-06,28583,True,False,5,17.49292,2020-04-05,,0,city,RN,0,0
Importados/Indefinidos,,2020-04-06,,True,False,5,,2020-04-05,,0,city,RN,0,0
Luís Gomes,2407005,2020-04-06,10116,True,False,1,9.88533,2020-04-05,,0,city,RN,0,0
Macaíba,2407104,2020-04-06,80792,True,False,2,2.47549,2020-04-05,,0,city,RN,0,0
Monte Alegre,2407807,2020-04-06,22451,True,False,1,4.45414,2020-04-05,,0,city,RN,0,0
Mossoró,2408003,2020-04-06,297378,True,False,59,19.84007,2020-04-05,0.0508,3,city,RN,0,0
Natal,2408102,2020-04-06,884122,True,False,113,12.78104,2020-04-05,0.0177,2,city,RN,0,0
Parnamirim,2403251,2020-04-06,261469,True,False,27,10.32627,2020-04-05,,0,city,RN,0,0
Passa e Fica,2409100,2020-04-06,13277,True,False,1,7.53182,2020-04-05,,0,city,RN,0,0
Santo Antônio,2411502,2020-04-06,24136,True,False,1,4.14319,2020-04-05,,0,city,RN,0,0
São Gonçalo do Amarante,2412005,2020-04-06,102400,True,False,10,9.76562,2020-04-05,,0,city,RN,0,0
São José de Mipibu,2412203,2020-04-06,43899,True,False,1,2.27796,2020-04-05,,0,city,RN,0,0
São Pedro,2412708,2020-04-06,5971,True,False,1,16.74761,2020-04-05,,0,city,RN,0,0
Taipu,2413904,2020-04-06,12279,True,False,1,8.14399,2020-04-05,1.0,1,city,RN,0,0
Tenente Ananias,2414100,2020-04-06,10786,True,False,1,9.27128,2020-04-05,1.0,1,city,RN,0,0
Tibau,2411056,2020-04-06,4106,True,False,1,24.3546,2020-04-05,,0,city,RN,0,0
Jaru,1100114,2020-04-06,51775,False,False,1,1.93143,2020-04-06,,0,city,RO,0,0
Ji-Paraná,1100122,2020-04-06,128969,False,False,1,0.77538,2020-04-06,,0,city,RO,0,0
Porto Velho,1100205,2020-04-06,529544,False,False,14,2.64378,2020-04-06,0.0714,1,city,RO,4,0
Rolim de Moura,1100288,2020-04-06,55058,False,False,1,1.81627,2020-04-06,,0,city,RO,0,0
Vilhena,1100304,2020-04-06,99854,False,False,1,1.00146,2020-04-06,,0,city,RO,0,0
Boa Vista,1400100,2020-04-06,399213,False,False,36,9.01774,2020-04-06,0.0278,1,city,RR,0,0
Bonfim,1400159,2020-04-06,12409,False,False,3,24.176,2020-04-06,,0,city,RR,0,0
Cantá,1400175,2020-04-06,18335,False,False,3,16.36215,2020-04-06,,0,city,RR,0,0
Alegrete,4300406,2020-04-06,73589,False,False,1,1.3589,2020-04-06,,0,city,RS,0,0
Alvorada,4300604,2020-04-06,210305,False,False,4,1.902,2020-04-06,,0,city,RS,0,0
Anta Gorda,4300703,2020-04-06,5981,False,False,2,33.43922,2020-04-06,,0,city,RS,0,0
Arroio do Sal,4301057,2020-04-06,10065,False,False,1,9.93542,2020-04-06,,0,city,RS,0,0
Bagé,4301602,2020-04-06,121143,False,False,26,21.46224,2020-04-06,,0,city,RS,2,0
Bento Gonçalves,4302105,2020-04-06,120454,False,False,9,7.47173,2020-04-06,,0,city,RS,0,0
Cachoeira do Sul,4303004,2020-04-06,82201,False,False,2,2.43306,2020-04-06,,0,city,RS,0,0
Cachoeirinha,4303103,2020-04-06,130293,False,False,4,3.07,2020-04-06,,0,city,RS,2,0
Camaquã,4303509,2020-04-06,66261,True,False,0,,2020-03-30,,0,city,RS,0,0
Campo Bom,4303905,2020-04-06,66712,False,False,4,5.99592,2020-04-06,,0,city,RS,1,0
Canguçu,4304507,2020-04-06,56045,False,False,1,1.78428,2020-04-06,,0,city,RS,0,0
Canoas,4304606,2020-04-06,346616,False,False,11,3.17354,2020-04-06,,0,city,RS,1,0
Capão da Canoa,4304630,2020-04-06,53049,False,False,2,3.7701,2020-04-06,,0,city,RS,0,0
Capão do Leão,4304663,2020-04-06,25354,False,False,1,3.94415,2020-04-06,,0,city,RS,0,0
Carlos Barbosa,4304804,2020-04-06,29833,False,False,1,3.35199,2020-04-06,,0,city,RS,0,0
Caxias do Sul,4305108,2020-04-06,510906,False,False,21,4.11035,2020-04-06,,0,city,RS,6,0
Cerro Grande do Sul,4305173,2020-04-06,12239,False,False,1,8.1706,2020-04-06,,0,city,RS,0,0
Charqueadas,4305355,2020-04-06,40789,False,False,1,2.45164,2020-04-06,,0,city,RS,0,0
Cruzeiro do Sul,4306205,2020-04-06,12348,False,False,1,8.09848,2020-04-06,,0,city,RS,0,0
Dois Irmãos,4306403,2020-04-06,32671,False,False,2,6.12164,2020-04-06,,0,city,RS,0,0
Dom Pedrito,4306601,2020-04-06,38461,False,False,1,2.60004,2020-04-06,,0,city,RS,0,0
Eldorado do Sul,4306767,2020-04-06,41285,False,False,1,2.42219,2020-04-06,,0,city,RS,0,0
Erechim,4307005,2020-04-06,105862,False,False,3,2.83388,2020-04-06,,0,city,RS,0,0
Esteio,4307708,2020-04-06,83202,False,False,1,1.20189,2020-04-06,,0,city,RS,0,0
Estrela,4307807,2020-04-06,34116,False,False,1,2.93118,2020-04-06,,0,city,RS,0,0
Estância Velha,4307609,2020-04-06,50022,False,False,3,5.99736,2020-04-06,,0,city,RS,0,0
Farroupilha,4307906,2020-04-06,72331,False,False,4,5.53013,2020-04-06,,0,city,RS,1,0
Garibaldi,4308607,2020-04-06,35070,False,False,1,2.85144,2020-04-06,,0,city,RS,0,0
Gravataí,4309209,2020-04-06,281519,False,False,10,3.55216,2020-04-06,,0,city,RS,1,0
Guaíba,4309308,2020-04-06,98143,False,False,1,1.01892,2020-04-06,,0,city,RS,0,0
Ivoti,4310801,2020-04-06,24293,False,False,4,16.46565,2020-04-06,0.25,1,city,RS,0,0
Lajeado,4311403,2020-04-06,84014,False,False,8,9.52222,2020-04-06,,0,city,RS,0,0
Marau,4311809,2020-04-06,44161,False,False,7,15.85109,2020-04-06,,0,city,RS,3,0
Minas do Leão,4312252,2020-04-06,8075,False,False,2,24.7678,2020-04-06,,0,city,RS,2,0
Nova Palma,4313102,2020-04-06,6512,False,False,1,15.35627,2020-04-06,,0,city,RS,0,0
Novo Hamburgo,4313409,2020-04-06,246748,False,False,20,8.10544,2020-04-06,0.1,2,city,RS,1,1
Osório,4313508,2020-04-06,45994,False,False,2,4.34839,2020-04-06,,0,city,RS,1,0
Paraí,4314001,2020-04-06,7657,False,False,1,13.05995,2020-04-06,,0,city,RS,0,0
Passo Fundo,4314100,2020-04-06,203275,False,False,11,5.41139,2020-04-06,,0,city,RS,2,0
Pelotas,4314407,2020-04-06,342405,False,False,5,1.46026,2020-04-06,,0,city,RS,2,0
Piratini,4314605,2020-04-06,20663,False,False,1,4.83957,2020-04-06,,0,city,RS,0,0
Porto Alegre,4314902,2020-04-06,1483771,False,False,253,17.05115,2020-04-06,0.0198,5,city,RS,-1,0
Rio Grande,4315602,2020-04-06,211005,False,False,2,0.94784,2020-04-06,,0,city,RS,0,0
Rolante,4316006,2020-04-06,21349,False,False,1,4.68406,2020-04-06,,0,city,RS,0,0
Sananduva,4316600,2020-04-06,16270,False,False,1,6.14628,2020-04-06,,0,city,RS,0,0
Sant'Ana do Livramento,4317103,2020-04-06,77027,False,False,7,9.08772,2020-04-06,,0,city,RS,1,0
Santa Cruz do Sul,4316808,2020-04-06,130416,False,False,1,0.76678,2020-04-06,,0,city,RS,0,0
Santa Maria,4316907,2020-04-06,282123,False,False,2,0.70891,2020-04-06,,0,city,RS,0,0
Santa Rosa,4317202,2020-04-06,73254,False,False,3,4.09534,2020-04-06,,0,city,RS,0,0
Santiago,4317400,2020-04-06,49425,False,False,1,2.02327,2020-04-06,,0,city,RS,0,0
Santo Antônio da Patrulha,4317608,2020-04-06,42894,False,False,1,2.33133,2020-04-06,,0,city,RS,0,0
Sapiranga,4319901,2020-04-06,81734,False,False,1,1.22348,2020-04-06,,0,city,RS,0,0
Sapucaia do Sul,4320008,2020-04-06,141075,False,False,1,0.70884,2020-04-06,,0,city,RS,0,0
Serafina Corrêa,4320404,2020-04-06,17502,False,False,3,17.1409,2020-04-06,,0,city,RS,0,0
São Domingos do Sul,4318051,2020-04-06,3074,False,False,2,65.06181,2020-04-06,,0,city,RS,1,0
São Gabriel,4318309,2020-04-06,62105,False,False,1,1.61018,2020-04-06,,0,city,RS,0,0
São Jorge,4318440,2020-04-06,2824,False,False,1,35.41076,2020-04-06,,0,city,RS,0,0
São Leopoldo,4318705,2020-04-06,236835,False,False,8,3.37788,2020-04-06,,0,city,RS,0,0
São Lourenço do Sul,4318804,2020-04-06,43582,False,False,1,2.29453,2020-04-06,,0,city,RS,1,0
São Sebastião do Caí,4319505,2020-04-06,25685,False,False,2,7.78665,2020-04-06,,0,city,RS,0,0
Tabaí,4320859,2020-04-06,4719,False,False,4,84.76372,2020-04-06,,0,city,RS,4,0
Taquara,4321204,2020-04-06,57466,False,False,1,1.74016,2020-04-06,,0,city,RS,0,0
Taquari,4321303,2020-04-06,26862,False,False,1,3.72273,2020-04-06,,0,city,RS,0,0
Torres,4321501,2020-04-06,38732,False,False,9,23.2366,2020-04-06,,0,city,RS,0,0
Tramandaí,4321600,2020-04-06,51715,False,False,1,1.93367,2020-04-06,,0,city,RS,0,0
Uruguaiana,4322400,2020-04-06,126970,False,False,2,1.57518,2020-04-06,,0,city,RS,1,0
Viamão,4323002,2020-04-06,255224,False,False,7,2.74269,2020-04-06,,0,city,RS,1,0
Vila Maria,4323408,2020-04-06,4358,False,False,1,22.94631,2020-04-06,,0,city,RS,0,0
Antônio Carlos,4201208,2020-04-06,8513,False,False,8,93.97392,2020-04-06,0.125,1,city,SC,0,0
Araranguá,4201406,2020-04-06,68228,False,False,4,5.8627,2020-04-06,,0,city,SC,1,0
Balneário Arroio do Silva,4201950,2020-04-06,13071,False,False,1,7.65052,2020-04-06,,0,city,SC,0,0
Balneário Camboriú,4202008,2020-04-06,142295,False,False,12,8.43318,2020-04-06,,0,city,SC,0,0
Balneário Gaivota,4202073,2020-04-06,10979,False,False,1,9.1083,2020-04-06,1.0,1,city,SC,0,0
Biguaçu,4202305,2020-04-06,68481,False,False,1,1.46026,2020-04-06,,0,city,SC,0,0
Blumenau,4202404,2020-04-06,357199,False,False,52,14.55771,2020-04-06,,0,city,SC,26,0
Botuverá,4202701,2020-04-06,5246,False,False,1,19.06214,2020-04-06,,0,city,SC,1,0
Braço do Norte,4202800,2020-04-06,33450,False,False,16,47.83259,2020-04-06,,0,city,SC,0,0
Brusque,4202909,2020-04-06,134723,False,False,1,0.74226,2020-04-06,,0,city,SC,-5,0
Camboriú,4203204,2020-04-06,82989,False,False,7,8.43485,2020-04-06,,0,city,SC,0,0
Canelinha,4203709,2020-04-06,12240,False,False,1,8.16993,2020-04-06,,0,city,SC,0,0
Chapecó,4204202,2020-04-06,220367,False,False,6,2.72273,2020-04-06,,0,city,SC,0,0
Criciúma,4204608,2020-04-06,215186,False,False,27,12.54728,2020-04-06,0.037,1,city,SC,0,0
Florianópolis,4205407,2020-04-06,500973,False,False,99,19.76154,2020-04-06,0.0202,2,city,SC,5,0
Gaspar,4205902,2020-04-06,69639,False,False,5,7.17988,2020-04-06,0.2,1,city,SC,2,1
Governador Celso Ramos,4206009,2020-04-06,14471,False,False,2,13.82074,2020-04-06,,0,city,SC,0,0
Gravatal,4206207,2020-04-06,11501,False,False,4,34.77958,2020-04-06,,0,city,SC,0,0
Imbituba,4207304,2020-04-06,44853,False,False,6,13.37703,2020-04-06,,0,city,SC,0,0
Importados/Indefinidos,,2020-04-06,,False,False,10,,2020-04-06,,0,city,SC,1,0
Indaial,4207502,2020-04-06,69425,False,False,2,2.88081,2020-04-06,,0,city,SC,1,0
Irati,4207858,2020-04-06,1930,False,False,1,51.81347,2020-04-06,,0,city,SC,0,0
Itajaí,4208203,2020-04-06,219536,False,False,21,9.56563,2020-04-06,0.0476,1,city,SC,1,0
Itapema,4208302,2020-04-06,65312,False,False,3,4.59334,2020-04-06,,0,city,SC,0,0
Itapiranga,4208401,2020-04-06,16872,False,False,1,5.92698,2020-04-06,,0,city,SC,0,0
Içara,4207007,2020-04-06,56421,False,False,1,1.77239,2020-04-06,,0,city,SC,0,0
Jaguaruna,4208807,2020-04-06,20024,False,False,2,9.98801,2020-04-06,,0,city,SC,0,0
Jaraguá do Sul,4208906,2020-04-06,177697,False,False,6,3.37653,2020-04-06,,0,city,SC,0,0
Joaçaba,4209003,2020-04-06,30118,False,False,1,3.32027,2020-04-06,,0,city,SC,0,0
Joinville,4209102,2020-04-06,590466,False,False,25,4.23394,2020-04-06,0.04,1,city,SC,0,0
Lages,4209300,2020-04-06,157544,False,False,4,2.53897,2020-04-06,,0,city,SC,0,0
Laguna,4209409,2020-04-06,45814,False,False,3,6.54822,2020-04-06,,0,city,SC,0,0
Mafra,4210100,2020-04-06,56292,False,False,1,1.77645,2020-04-06,,0,city,SC,0,0
Morro da Fumaça,4211207,2020-04-06,17796,False,False,1,5.61924,2020-04-06,,0,city,SC,0,0
Navegantes,4211306,2020-04-06,81475,False,False,4,4.90948,2020-04-06,,0,city,SC,0,0
Palhoça,4211900,2020-04-06,171797,False,False,3,1.74625,2020-04-06,,0,city,SC,0,0
Papanduva,4212205,2020-04-06,19320,False,False,2,10.35197,2020-04-06,,0,city,SC,0,0
Paulo Lopes,4212304,2020-04-06,7494,False,False,2,26.68802,2020-04-06,,0,city,SC,0,0
Pedras Grandes,4212403,2020-04-06,3976,False,False,1,25.15091,2020-04-06,1.0,1,city,SC,0,0
Pescaria Brava,4212650,2020-04-06,10091,False,False,1,9.90982,2020-04-06,,0,city,SC,0,0
Pomerode,4213203,2020-04-06,33447,False,False,1,2.9898,2020-04-06,,0,city,SC,0,0
Porto Belo,4213500,2020-04-06,21388,False,False,4,18.70208,2020-04-06,,0,city,SC,0,0
Rancho Queimado,4214300,2020-04-06,2878,False,False,2,69.4927,2020-04-06,,0,city,SC,0,0
Santo Amaro da Imperatriz,4215703,2020-04-06,23245,False,False,1,4.302,2020-04-06,,0,city,SC,1,0
Siderópolis,4217600,2020-04-06,14007,False,False,5,35.69644,2020-04-06,,0,city,SC,1,0
Sombrio,4217709,2020-04-06,30374,False,False,3,9.87687,2020-04-06,,0,city,SC,0,0
São Domingos,4216107,2020-04-06,9445,False,False,1,10.58761,2020-04-06,,0,city,SC,0,0
São Francisco do Sul,4216206,2020-04-06,52721,False,False,2,3.79355,2020-04-06,,0,city,SC,0,0
São José,4216602,2020-04-06,246586,False,False,17,6.89415,2020-04-06,0.0588,1,city,SC,0,0
São Lourenço do Oeste,4216909,2020-04-06,24076,False,False,1,4.15351,2020-04-06,,0,city,SC,0,0
São Ludgero,4217006,2020-04-06,13410,False,False,3,22.37136,2020-04-06,0.3333,1,city,SC,0,0
São Pedro de Alcântara,4217253,2020-04-06,5823,False,False,1,17.17328,2020-04-06,,0,city,SC,0,0
Tijucas,4218004,2020-04-06,38407,False,False,2,5.20738,2020-04-06,,0,city,SC,0,0
Timbé do Sul,4218103,2020-04-06,5348,False,False,1,18.69858,2020-04-06,,0,city,SC,0,0
Timbó,4218202,2020-04-06,44238,False,False,1,2.2605,2020-04-06,,0,city,SC,1,0
Tubarão,4218707,2020-04-06,105686,False,False,19,17.97778,2020-04-06,,0,city,SC,0,0
Urussanga,4219002,2020-04-06,21268,False,False,2,9.4038,2020-04-06,,0,city,SC,0,0
Videira,4219309,2020-04-06,53065,False,False,1,1.88448,2020-04-06,,0,city,SC,1,0
Águas Mornas,4200606,2020-04-06,6469,False,False,1,15.45834,2020-04-06,,0,city,SC,1,0
Aracaju,2800308,2020-04-06,657013,False,False,27,4.10951,2020-04-06,0.1481,4,city,SE,0,1
Capela,2801306,2020-04-06,34213,False,False,1,2.92287,2020-04-06,,0,city,SE,0,0
Itabaiana,2802908,2020-04-06,95427,False,False,1,1.04792,2020-04-06,,0,city,SE,0,0
Nossa Senhora da Glória,2804508,2020-04-06,36924,False,False,1,2.70827,2020-04-06,,0,city,SE,0,0
Propriá,2805703,2020-04-06,29626,False,False,2,6.75083,2020-04-06,,0,city,SE,0,0
Adamantina,3500105,2020-04-06,35068,False,False,0,,2020-04-06,,0,city,SP,0,0
Agudos,3500709,2020-04-06,37214,False,False,1,2.68716,2020-04-06,,0,city,SP,0,0
Americana,3501608,2020-04-06,239597,False,False,3,1.2521,2020-04-06,0.6667,2,city,SP,0,0
Araraquara,3503208,2020-04-06,236072,False,False,4,1.6944,2020-04-06,,0,city,SP,2,0
Araçatuba,3502804,2020-04-06,197016,False,False,8,4.06058,2020-04-06,,0,city,SP,4,0
Arujá,3503901,2020-04-06,89824,False,False,6,6.67973,2020-04-06,0.1667,1,city,SP,0,0
Assis,3504008,2020-04-06,104386,False,False,1,0.95798,2020-04-06,,0,city,SP,0,0
Atibaia,3504107,2020-04-06,142761,False,False,7,4.9033,2020-04-06,,0,city,SP,3,0
Barueri,3505708,2020-04-06,274182,False,False,31,11.30636,2020-04-06,0.0323,1,city,SP,1,0
Bauru,3506003,2020-04-06,376818,False,False,6,1.59228,2020-04-06,0.1667,1,city,SP,3,0
Birigui,3506508,2020-04-06,123638,False,False,1,0.80881,2020-04-06,,0,city,SP,1,0
Boituva,3507001,2020-04-06,60997,False,False,1,1.63942,2020-04-06,,0,city,SP,1,0
Botucatu,3507506,2020-04-06,146497,False,False,7,4.77825,2020-04-06,,0,city,SP,0,0
Brodowski,3507803,2020-04-06,24939,False,False,1,4.00978,2020-04-06,,0,city,SP,0,0
Cachoeira Paulista,3508603,2020-04-06,33327,False,False,1,3.00057,2020-04-06,,0,city,SP,0,0
Caieiras,3509007,2020-04-06,101470,False,False,22,21.68129,2020-04-06,0.1818,4,city,SP,2,3
Cajamar,3509205,2020-04-06,76801,False,False,1,1.30207,2020-04-06,,0,city,SP,0,0
Campinas,3509502,2020-04-06,1204073,False,False,28,2.32544,2020-04-06,0.1429,4,city,SP,2,0
Caraguatatuba,3510500,2020-04-06,121532,False,False,1,0.82283,2020-04-06,,0,city,SP,1,0
Carapicuíba,3510609,2020-04-06,400927,False,False,16,3.99075,2020-04-06,0.0625,1,city,SP,2,0
Cedral,3511300,2020-04-06,9237,False,False,1,10.82603,2020-04-06,,0,city,SP,0,0
Cotia,3513009,2020-04-06,249210,False,False,31,12.43931,2020-04-06,0.0968,3,city,SP,2,0
Cravinhos,3513108,2020-04-06,35292,False,False,2,5.66701,2020-04-06,0.5,1,city,SP,0,0
Diadema,3513801,2020-04-06,423884,False,False,25,5.89784,2020-04-06,0.04,1,city,SP,1,0
Dracena,3514403,2020-04-06,46793,False,False,1,2.13707,2020-04-06,1.0,1,city,SP,0,0
Embu das Artes,3515004,2020-04-06,273726,False,False,20,7.30658,2020-04-06,0.05,1,city,SP,0,0
Embu-Guaçu,3515103,2020-04-06,69385,False,False,1,1.44123,2020-04-06,,0,city,SP,1,0
Ferraz de Vasconcelos,3515707,2020-04-06,194276,False,False,16,8.23571,2020-04-06,,0,city,SP,1,0
Franca,3516200,2020-04-06,353187,False,False,2,0.56627,2020-04-06,,0,city,SP,0,0
Francisco Morato,3516309,2020-04-06,175844,False,False,8,4.54949,2020-04-06,0.125,1,city,SP,0,0
Franco da Rocha,3516408,2020-04-06,154489,False,False,8,5.17836,2020-04-06,0.125,1,city,SP,0,0
Guararapes,3518206,2020-04-06,32939,False,False,2,6.07183,2020-04-06,,0,city,SP,0,0
Guarujá,3518701,2020-04-06,320459,False,False,3,0.93616,2020-04-06,,0,city,SP,0,0
Guarulhos,3518800,2020-04-06,1379182,False,False,63,4.56793,2020-04-06,0.0952,6,city,SP,1,1
Hortolândia,3519071,2020-04-06,230851,False,False,1,0.43318,2020-04-06,,0,city,SP,0,0
Ilha Comprida,3520426,2020-04-06,11166,False,False,1,8.95576,2020-04-06,,0,city,SP,1,0
Importados/Indefinidos,,2020-04-06,,False,False,75,,2020-04-06,,0,city,SP,2,0
Indaiatuba,3520509,2020-04-06,251627,False,False,2,0.79483,2020-04-06,,0,city,SP,0,0
Iracemápolis,3521408,2020-04-06,24235,False,False,1,4.12626,2020-04-06,,0,city,SP,0,0
Itanhaém,3522109,2020-04-06,101816,False,False,2,1.96433,2020-04-06,,0,city,SP,0,0
Itapecerica da Serra,3522208,2020-04-06,175693,False,False,9,5.12257,2020-04-06,0.1111,1,city,SP,0,0
Itapetininga,3522307,2020-04-06,163901,False,False,1,0.61012,2020-04-06,,0,city,SP,0,0
Itapevi,3522505,2020-04-06,237700,False,False,11,4.62768,2020-04-06,0.0909,1,city,SP,3,0
Itapira,3522604,2020-04-06,74773,False,False,1,1.33738,2020-04-06,,0,city,SP,0,0
Itaquaquecetuba,3523107,2020-04-06,370821,False,False,12,3.23606,2020-04-06,,0,city,SP,2,0
Itararé,3523206,2020-04-06,50503,False,False,1,1.98008,2020-04-06,,0,city,SP,0,0
Itu,3523909,2020-04-06,173939,False,False,1,0.57491,2020-04-06,,0,city,SP,0,0
Itupeva,3524006,2020-04-06,61252,False,False,1,1.6326,2020-04-06,,0,city,SP,0,0
Jaboticabal,3524303,2020-04-06,77263,False,False,3,3.88284,2020-04-06,0.3333,1,city,SP,0,0
Jaguariúna,3524709,2020-04-06,57488,False,False,1,1.73949,2020-04-06,,0,city,SP,0,0
Jandira,3525003,2020-04-06,124937,False,False,2,1.60081,2020-04-06,,0,city,SP,0,0
Jaú,3525300,2020-04-06,150252,False,False,1,0.66555,2020-04-06,,0,city,SP,0,0
José Bonifácio,3525706,2020-04-06,37015,False,False,1,2.70161,2020-04-06,,0,city,SP,0,0
Jundiaí,3525904,2020-04-06,418962,False,False,7,1.6708,2020-04-06,,0,city,SP,1,0
Lençóis Paulista,3526803,2020-04-06,68432,False,False,1,1.4613,2020-04-06,,0,city,SP,0,0
Limeira,3526902,2020-04-06,306114,False,False,2,0.65335,2020-04-06,,0,city,SP,0,0
Louveira,3527306,2020-04-06,48885,False,False,1,2.04562,2020-04-06,,0,city,SP,0,0
Mairiporã,3528502,2020-04-06,100179,False,False,6,5.98928,2020-04-06,0.3333,2,city,SP,1,0
Marília,3529005,2020-04-06,238882,False,False,1,0.41862,2020-04-06,,0,city,SP,0,0
Matão,3529302,2020-04-06,83170,False,False,2,2.40471,2020-04-06,,0,city,SP,0,0
Mauá,3529401,2020-04-06,472912,False,False,18,3.8062,2020-04-06,,0,city,SP,2,0
Mirassol,3530300,2020-04-06,59824,False,False,1,1.67157,2020-04-06,,0,city,SP,1,0
Mogi Guaçu,3530706,2020-04-06,151888,False,False,1,0.65838,2020-04-06,,0,city,SP,0,0
Mogi das Cruzes,3530607,2020-04-06,445842,False,False,19,4.2616,2020-04-06,0.0526,1,city,SP,2,0
Nova Odessa,3533403,2020-04-06,60174,False,False,1,1.66185,2020-04-06,1.0,1,city,SP,0,0
Orlândia,3534302,2020-04-06,44028,False,False,2,4.54256,2020-04-06,,0,city,SP,1,0
Osasco,3534401,2020-04-06,698418,False,False,71,10.16583,2020-04-06,0.0423,3,city,SP,2,0
Pariquera-Açu,3536208,2020-04-06,19648,False,False,1,5.08958,2020-04-06,,0,city,SP,0,0
Paulínia,3536505,2020-04-06,109424,False,False,2,1.82775,2020-04-06,,0,city,SP,0,0
Penápolis,3537305,2020-04-06,63407,False,False,1,1.57711,2020-04-06,1.0,1,city,SP,0,0
Piracicaba,3538709,2020-04-06,404142,False,False,8,1.9795,2020-04-06,,0,city,SP,2,0
Pirajuí,3538907,2020-04-06,25492,False,False,1,3.9228,2020-04-06,,0,city,SP,0,0
Porto Feliz,3540606,2020-04-06,53098,False,False,0,,2020-04-06,,0,city,SP,0,0
Poá,3539806,2020-04-06,117452,False,False,4,3.40565,2020-04-06,,0,city,SP,1,0
Praia Grande,3541000,2020-04-06,325073,False,False,4,1.23049,2020-04-06,,0,city,SP,0,0
Presidente Venceslau,3541505,2020-04-06,39516,False,False,2,5.06124,2020-04-06,0.5,1,city,SP,2,1
Promissão,3541604,2020-04-06,40432,False,False,1,2.47329,2020-04-06,,0,city,SP,0,0
Ribeirão Pires,3543303,2020-04-06,123393,False,False,4,3.24167,2020-04-06,,0,city,SP,0,0
Ribeirão Preto,3543402,2020-04-06,703293,False,False,28,3.98127,2020-04-06,0.0357,1,city,SP,3,0
Rio Claro,3543907,2020-04-06,206424,False,False,2,0.96888,2020-04-06,,0,city,SP,0,0
Salto de Pirapora,3545308,2020-04-06,45422,False,False,1,2.20158,2020-04-06,,0,city,SP,0,0
Santa Branca,3546009,2020-04-06,14788,False,False,2,13.52448,2020-04-06,,0,city,SP,0,0
Santa Cruz do Rio Pardo,3546405,2020-04-06,47673,False,False,2,4.19525,2020-04-06,,0,city,SP,2,0
Santa Isabel,3546801,2020-04-06,57386,False,False,2,3.48517,2020-04-06,,0,city,SP,1,0
Santana de Parnaíba,3547304,2020-04-06,139447,False,False,25,17.92796,2020-04-06,,0,city,SP,1,0
Santo André,3547809,2020-04-06,718773,False,False,74,10.29532,2020-04-06,0.0405,3,city,SP,2,0
Santos,3548500,2020-04-06,433311,False,False,75,17.30858,2020-04-06,0.0267,2,city,SP,3,0
Sorocaba,3552205,2020-04-06,679378,False,False,10,1.47193,2020-04-06,0.2,2,city,SP,1,0
Suzano,3552502,2020-04-06,297637,False,False,9,3.02382,2020-04-06,,0,city,SP,0,0
São Bernardo do Campo,3548708,2020-04-06,838936,False,False,89,10.60868,2020-04-06,0.0562,5,city,SP,8,0
São Caetano do Sul,3548807,2020-04-06,161127,False,False,39,24.20451,2020-04-06,0.0256,1,city,SP,1,0
São Carlos,3548906,2020-04-06,251983,False,False,1,0.39685,2020-04-06,,0,city,SP,1,0
São José do Rio Pardo,3549706,2020-04-06,54946,False,False,1,1.81997,2020-04-06,,0,city,SP,0,0
São José do Rio Preto,3549805,2020-04-06,460671,False,False,13,2.82197,2020-04-06,,0,city,SP,3,0
São José dos Campos,3549904,2020-04-06,721944,False,False,48,6.64872,2020-04-06,,0,city,SP,18,0
São Manuel,3550100,2020-04-06,40954,False,False,1,2.44176,2020-04-06,,0,city,SP,0,0
São Paulo,3550308,2020-04-06,12252023,False,False,3754,30.63984,2020-04-06,0.065,244,city,SP,142,24
